Team,Goals,Shots pg,Discipline,Possession%,Pass%,AerialsWon,Rating
1. Roma,70,15.6,815,57.0,86.1,13,7.09
2. Juventus,81,15.8,692,54.4,85.9,15.3,7.09
3. Inter,62,14.5,713,53.6,83.4,15.9,7.03
4. Napoli,77,15.2,734,53.4,83.8,13.6,7.00
5. Fiorentina,65,15.2,874,56.5,85.5,15.7,6.96
6. Parma Calcio 1913,56,13.1,1018,50.6,81.4,16.4,6.90
7. AC Milan,57,16.2,867,54.9,83.9,14.8,6.88
8. Lazio,54,14.2,799,49.5,80.1,16.7,6.87
9. Torino,57,13.1,922,49.1,83.7,11.8,6.86
10. Udinese,47,12.8,812,49.8,78.2,17.9,6.85
11. Verona,62,12,675,46.2,79.5,17.3,6.84
12. Atalanta,43,11.8,826,48.5,78.6,19.7,6.83
13. Sampdoria,48,13.8,9810,48.4,79.3,17.9,6.82
14. Genoa,41,9.9,955,48.3,78.1,17.5,6.79
15. Bologna,28,13.1,1005,46.6,76.5,20.2,6.75
16. Catania,36,12.8,908,46.3,77.1,15.7,6.74
17. Cagliari,35,12.4,998,50.3,80.6,17.6,6.71
18. Sassuolo,43,13,985,47.3,76.8,18.6,6.70
19. Chievo,34,10.8,1024,44.5,75.7,17.4,6.69
20. Livorno,39,12.8,1085,44.8,76.5,16.3,6.66
